Year,Team,off_G,off_PA,off_HR,off_R,off_RBI,off_SB,off_BB%,off_K%,off_ISO,off_BABIP,off_AVG,off_OBP,off_SLG,off_wOBA,off_wRC+,off_BsR,off_Off,off_Def,off_WAR,pit_W,pit_L,pit_SV,pit_G,pit_GS,pit_IP,pit_R,pit_K/9,pit_BB/9,pit_HR/9,pit_BABIP,pit_LOB%,pit_GB%,pit_HR/FB,pit_ERA,pit_FIP,pit_xFIP,pit_WAR,def_Inn,def_rSB,def_rGDP,def_rARM,def_rGFP,def_rPM,def_DRS,def_BIZ,def_Plays,def_RZR,def_OOZ,def_CPP,def_RPP,def_TZL,def_FSR,def_ARM,def_DPR,def_RngR,def_ErrR,def_UZR,def_UZR/150,def_Def,lgID,teamID,G,W,L,DivWin,WCWin,LgWin,WSWin,playoffs
1982,Angels,1779,6350,186,814,760,55,0.097,0.12,0.159,0.287,0.274,0.347,0.433,0.347,114,-9.8,95.4,31.3,34.1,93,69,27,410,162,1464.0,670,4.48,2.96,0.76,0.274,0.722,,,3.82,3.9,,19.4,,,,,,,,,,,,,,,,,,,,,,,AL,CAL,162,93,69,Y,,N,N,True
1960,Yankees,2093,5981,193,746,699,37,0.09,0.137,0.165,0.274,0.26,0.329,0.426,0.335,107,0.3,48.5,106.9,34.0,97,57,42,418,155,1398.0,627,4.58,3.92,0.79,0.248,0.731,,,3.52,4.02,,9.1,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,155,97,57,,,Y,N,False
1997,Mariners,1911,6385,264,925,890,89,0.098,0.174,0.204,0.305,0.28,0.355,0.485,0.363,116,1.0,133.6,-10.9,34.0,90,72,38,554,162,1447.2,833,7.5,3.72,1.19,0.304,0.702,,,4.79,4.54,,15.2,,,,,,,,,,,,,,,,,,,,,,,AL,Mariners,162,90,72,Y,N,N,N,True
1921,Giants,1755,5945,75,840,748,137,0.079,0.065,0.123,0.312,0.298,0.359,0.421,0.361,108,-4.4,54.6,87.1,34.0,94,59,18,280,153,1372.1,636,2.34,1.93,0.52,0.284,0.69,,,3.55,4.01,,10.4,,,,,,,,,,,,,,,,,,,,,,,NL,NY1,153,94,59,,,Y,Y,False
1934,Yankees,1713,6178,135,842,789,71,0.113,0.097,0.14,0.293,0.278,0.364,0.419,0.362,107,-9.1,55.7,74.1,33.9,94,60,10,265,154,1382.2,669,4.27,3.53,0.46,0.274,0.684,,,3.76,4.04,,15.0,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,154,94,60,,,N,N,False
2007,Yankees,2366,6528,201,968,929,123,0.098,0.152,0.174,0.318,0.29,0.366,0.463,0.361,119,11.9,168.4,-47.2,33.9,94,68,34,684,162,1450.2,777,6.26,3.59,0.93,0.299,0.706,0.428,8.5 %,4.5,4.51,4.7,13.5,13056.0,-6.0,12.0,11.0,-8.0,-16.0,-16.0,2515.0,2086.0,0.829,330.0,,,,,9.1,5.6,-39.6,-0.5,-25.4,-1.1,-39.4,AL,NYA,162,94,68,N,Y,N,N,True
1966,Pirates,2073,6222,158,759,715,64,0.065,0.162,0.149,0.314,0.28,0.329,0.428,0.331,108,-6.7,53.3,46.7,33.8,92,70,43,447,162,1463.1,641,5.52,2.85,0.77,0.287,0.737,,,3.52,3.46,,14.4,,,,,,,,,,,,,,,,,,,,,,,NL,Pirates,162,92,70,,,N,N,False
1956,Yankees,1928,6069,190,857,787,51,0.101,0.124,0.165,0.282,0.27,0.347,0.434,0.348,108,-1.0,58.5,68.6,33.8,97,57,35,335,154,1382.0,631,4.77,4.25,0.74,0.266,0.74,,,3.63,3.88,,13.9,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,154,97,57,,,Y,Y,False
1948,Braves,1813,6116,95,739,693,43,0.109,0.088,0.124,0.292,0.275,0.358,0.399,0.357,110,5.8,82.4,53.6,33.7,91,62,17,321,154,1389.1,582,3.75,2.79,0.6,0.266,0.729,,,3.37,3.65,,16.5,,,,,,,,,,,,,,,,,,,,,,,NL,BSN,154,91,62,,,Y,N,False
2004,Cardinals,2381,6297,214,855,817,111,0.087,0.172,0.182,0.307,0.278,0.344,0.46,0.344,107,18.9,72.1,60.7,33.6,105,57,57,631,162,1453.2,659,6.45,2.72,1.05,0.276,0.744,0.48,11.9 %,3.75,4.17,4.06,16.4,13083.0,3.0,-3.0,10.0,4.0,37.0,51.0,2567.0,1911.0,0.744,397.0,,,,,7.3,-4.5,9.2,4.1,16.0,3.1,21.0,NL,SLN,162,105,57,Y,N,Y,N,True
1917,Giants,1719,5787,39,635,537,162,0.064,0.092,0.082,0.285,0.261,0.317,0.343,0.322,106,1.5,38.7,76.6,33.5,98,56,14,255,158,1426.2,457,3.48,2.06,0.18,0.249,0.729,,,2.27,2.5,,12.3,,,,,,,,,,,,,,,,,,,,,,,NL,NY1,158,98,56,,,Y,N,False
1934,Tigers,1664,6227,74,957,872,125,0.102,0.084,0.124,0.322,0.3,0.376,0.424,0.371,107,-2.4,62.0,62.1,33.5,101,53,14,282,154,1370.2,708,4.2,3.2,0.56,0.293,0.682,,,4.06,4.1,,17.9,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,154,101,53,,,Y,N,False
2009,Devil Rays/Rays,2345,6223,199,803,765,194,0.103,0.197,0.177,0.303,0.263,0.343,0.439,0.342,109,21.6,90.5,31.6,33.5,84,78,41,672,162,1427.1,754,7.09,3.25,1.15,0.289,0.712,0.415,10.5 %,4.36,4.37,4.3,13.4,12846.0,-2.0,-5.0,11.0,7.0,36.0,41.0,2195.0,1821.0,0.83,564.0,48.0,-1.4,,44.0,8.5,-6.2,54.3,-7.2,49.3,8.0,44.9,AL,TBA,162,84,78,N,N,N,N,False
1949,Dodgers,1830,6171,152,879,816,117,0.103,0.092,0.146,0.283,0.274,0.354,0.419,0.362,105,22.1,60.4,74.0,33.4,97,57,17,349,156,1408.2,651,4.75,3.72,0.84,0.264,0.73,,,3.8,3.97,,15.8,,,,,,,,,,,,,,,,,,,,,,,NL,BRO,156,97,57,,,Y,N,False
2008,Red Sox,2293,6402,173,845,807,120,0.101,0.167,0.168,0.315,0.28,0.358,0.447,0.351,110,-4.7,72.2,43.3,33.4,95,67,47,628,162,1446.1,694,7.37,3.41,0.91,0.289,0.726,0.435,9.2 %,4.01,4.09,4.23,17.5,13017.0,0.0,0.0,-7.0,8.0,12.0,17.0,2313.0,1935.0,0.837,366.0,64.0,2.0,,,-4.3,0.5,56.3,4.7,57.1,7.2,58.1,AL,Red Sox,162,95,67,N,Y,N,N,True
2009,Yankees,2369,6449,244,915,881,111,0.103,0.157,0.194,0.306,0.283,0.362,0.478,0.365,117,0.2,137.5,-24.8,33.3,103,59,51,623,162,1450.0,753,7.82,3.56,1.12,0.29,0.719,0.423,11.1 %,4.28,4.32,4.17,19.2,13050.0,-1.0,-8.0,-1.0,-10.0,3.0,-22.0,2178.0,1851.0,0.85,389.0,63.0,-3.7,,-7.0,-11.7,-4.9,10.1,1.7,-4.7,-3.3,-8.5,AL,NYA,162,103,59,Y,N,Y,Y,True
1943,Cardinals,1729,6055,70,679,638,40,0.071,0.072,0.113,0.293,0.279,0.334,0.392,0.346,106,5.6,48.1,81.3,33.3,105,49,15,261,157,1427.0,473,4.03,3.01,0.21,0.26,0.748,,,2.57,2.86,,23.6,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,157,105,49,,,Y,N,False
1955,Dodgers,1820,6036,201,857,800,79,0.112,0.119,0.177,0.278,0.271,0.356,0.448,0.358,109,-1.9,67.4,91.2,33.3,98,55,37,363,154,1378.0,650,5.05,3.15,1.1,0.259,0.735,,,3.68,3.92,,18.8,,,,,,,,,,,,,,,,,,,,,,,NL,BRO,154,98,55,,,Y,Y,False
1978,Dodgers,2008,6188,149,725,680,137,0.098,0.132,0.139,0.284,0.264,0.338,0.403,0.333,108,8.2,64.6,44.1,33.3,95,67,38,360,162,1440.1,573,5.0,2.75,0.67,0.271,0.747,,,3.12,3.4,,18.1,,,,,,,,,,,,,,,,,,,,,,,NL,LAN,162,95,67,Y,,Y,N,True
1986,Mets,2086,6349,148,783,730,118,0.099,0.152,0.138,0.292,0.263,0.339,0.401,0.328,108,3.9,64.0,52.7,33.3,108,54,46,414,162,1484.0,578,6.57,3.09,0.62,0.271,0.745,,,3.11,3.31,,20.8,,,,,,,,,,,,,,,,,,,,,,,NL,NYN,162,108,54,Y,,Y,Y,True
1965,Reds,1979,6351,183,824,776,82,0.085,0.158,0.166,0.302,0.273,0.34,0.439,0.343,112,1.7,85.9,12.0,33.2,89,73,34,406,162,1457.1,704,6.87,3.63,0.84,0.28,0.714,,,3.88,3.51,,16.7,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,162,89,73,,,N,N,False
1967,Tigers,2132,6200,152,683,619,37,0.101,0.16,0.133,0.271,0.243,0.325,0.376,0.318,105,3.2,38.0,94.7,33.1,91,71,40,417,163,1443.2,587,6.47,2.94,0.94,0.253,0.754,,,3.32,3.52,,12.7,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,163,91,71,,,N,N,False
1922,Orioles,1619,6130,98,868,785,136,0.077,0.062,0.143,0.321,0.31,0.369,0.453,0.378,107,8.7,68.3,72.2,33.0,93,61,22,269,154,1392.0,634,3.45,2.71,0.46,0.277,0.699,,,3.38,3.91,,20.3,,,,,,,,,,,,,,,,,,,,,,,AL,SLA,154,93,61,,,N,N,False
1954,Yankees,2044,6026,133,805,747,34,0.108,0.105,0.14,0.281,0.268,0.348,0.408,0.348,112,-4.9,75.4,58.4,33.0,103,51,37,337,155,1379.1,563,4.27,3.6,0.56,0.266,0.746,,,3.26,3.52,,14.3,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,155,103,51,,,N,N,False
1957,Yankees,1881,5991,145,723,680,49,0.094,0.118,0.141,0.284,0.268,0.339,0.409,0.331,107,-0.8,49.3,84.1,33.0,98,56,42,333,154,1395.1,534,5.22,3.74,0.71,0.254,0.772,,,3.0,3.65,,14.0,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,154,98,56,,,Y,N,False
2011,Yankees,2301,6306,222,867,836,147,0.099,0.18,0.181,0.292,0.263,0.343,0.444,0.345,113,6.6,101.6,6.3,33.0,97,65,47,627,162,1458.1,657,7.54,3.13,0.94,0.297,0.75,0.442,9.9 %,3.73,3.87,3.84,21.0,13125.0,0.0,0.0,6.0,6.0,-9.0,3.0,2209.0,1834.0,0.83,512.0,76.0,-0.5,,16.0,7.3,1.2,16.9,-1.5,23.8,4.6,22.4,AL,NYA,162,97,65,Y,N,N,N,True
1931,Athletics,1575,6018,118,858,798,25,0.088,0.09,0.147,0.302,0.287,0.355,0.435,0.363,104,-6.3,27.6,86.9,32.8,107,45,16,235,153,1365.1,626,3.78,3.01,0.48,0.275,0.693,,,3.47,3.99,,19.2,,,,,,,,,,,,,,,,,,,,,,,AL,PHA,153,107,45,,,Y,N,False
1971,Athletics,2014,6189,160,691,642,80,0.087,0.164,0.132,0.281,0.252,0.321,0.384,0.32,105,-2.2,33.5,79.6,32.8,101,60,36,388,161,1469.1,564,6.12,3.07,0.8,0.252,0.759,,,3.06,3.34,,14.3,,,,,,,,,,,,,,,,,,,,,,,AL,Athletics,161,101,60,Y,,N,N,True
1986,Tigers,1729,6269,198,798,751,138,0.098,0.141,0.161,0.279,0.263,0.338,0.424,0.338,110,3.8,76.1,35.5,32.8,87,75,38,401,162,1443.2,714,5.49,3.56,1.14,0.265,0.734,,,4.02,4.45,,10.3,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,162,87,75,N,,N,N,False
1929,Cubs,1712,6252,139,982,933,103,0.094,0.091,0.15,0.318,0.303,0.373,0.452,0.377,105,18.0,62.4,74.9,32.8,98,54,21,295,158,1398.2,759,3.53,3.46,0.5,0.297,0.673,,,4.16,4.29,,16.9,,,,,,,,,,,,,,,,,,,,,,,NL,CHN,156,98,54,,,Y,N,False
1993,Yankees,1724,6359,178,821,793,39,0.099,0.143,0.156,0.304,0.279,0.353,0.435,0.35,114,-5.2,101.6,22.8,32.7,88,74,38,494,162,1438.1,761,5.63,3.45,1.06,0.285,0.711,,,4.37,4.49,,11.9,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,162,88,74,N,,N,N,False
1950,Red Sox,1718,6321,161,1027,974,32,0.114,0.092,0.162,0.315,0.302,0.385,0.464,0.388,109,-3.1,78.6,32.4,32.6,94,60,28,337,154,1362.1,804,4.16,4.94,0.8,0.283,0.685,,,4.88,4.51,,17.0,,,,,,,,,,,,,,,,,,,,,,,AL,Red Sox,154,94,60,,,N,N,False
1927,Giants,1789,6040,109,817,765,73,0.076,0.076,0.131,0.309,0.297,0.356,0.428,0.364,110,10.2,87.6,50.8,32.6,92,62,16,302,155,1381.2,720,2.88,2.95,0.5,0.288,0.676,,,3.97,4.15,,9.3,,,,,,,,,,,,,,,,,,,,,,,NL,NY1,155,92,62,,,N,N,False
1952,Indians,1869,6060,148,763,721,46,0.103,0.124,0.141,0.282,0.262,0.342,0.404,0.348,111,0.0,79.0,36.6,32.6,93,61,18,298,155,1407.0,606,4.29,3.56,0.6,0.256,0.725,,,3.32,3.54,,13.1,,,,,,,,,,,,,,,,,,,,,,,AL,Indians,155,93,61,,,N,N,False
1963,Twins,2006,6226,225,766,721,32,0.088,0.146,0.175,0.267,0.254,0.324,0.43,0.335,108,3.0,61.0,72.1,32.6,91,70,30,395,161,1446.1,602,5.86,2.86,1.01,0.26,0.762,,,3.28,3.64,,16.3,,,,,,,,,,,,,,,,,,,,,,,AL,Twins,161,91,70,,,N,N,False
2003,Red Sox,2313,6530,238,961,932,88,0.095,0.144,0.202,0.307,0.289,0.36,0.491,0.364,120,3.5,167.2,-61.5,32.6,95,67,36,599,162,1464.2,809,7.01,3.0,0.94,0.3,0.679,0.449,10.4 %,4.49,3.99,4.09,21.5,13182.0,0.0,-4.0,3.0,0.0,-11.0,-22.0,2807.0,2048.0,0.73,371.0,,,,,0.3,-5.7,-37.9,-3.1,-46.4,-6.6,-49.4,AL,Red Sox,162,95,67,N,Y,N,N,True
1985,Yankees,1708,6236,176,839,793,155,0.099,0.124,0.158,0.28,0.267,0.344,0.425,0.341,112,7.9,99.4,10.0,32.5,97,64,49,431,161,1440.1,660,5.67,3.24,0.98,0.272,0.739,,,3.69,3.95,,17.5,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,161,97,64,N,,N,N,False
1950,Yankees,1853,6149,159,912,857,41,0.111,0.074,0.159,0.285,0.282,0.366,0.441,0.37,108,-6.0,60.6,54.2,32.5,98,56,31,296,155,1372.2,691,4.67,4.64,0.77,0.272,0.723,,,4.15,4.29,,13.7,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,155,98,56,,,Y,Y,False
1980,Brewers,1598,6242,203,811,774,131,0.073,0.119,0.173,0.284,0.275,0.329,0.448,0.344,113,3.3,97.3,5.2,32.4,86,76,30,393,162,1450.1,682,3.57,2.61,0.85,0.279,0.725,,,3.73,4.11,,10.2,,,,,,,,,,,,,,,,,,,,,,,AL,ML4,162,86,76,N,,N,N,False
2008,Cardinals,2396,6370,174,779,744,73,0.091,0.155,0.152,0.312,0.281,0.35,0.433,0.342,107,-10.0,46.4,72.3,32.4,86,76,42,668,162,1454.0,725,5.92,3.07,1.01,0.295,0.729,0.453,10.3 %,4.2,4.4,4.37,11.0,13086.0,6.0,3.0,3.0,3.0,47.0,69.0,2428.0,2058.0,0.848,458.0,72.0,5.8,,,2.6,0.1,2.4,14.1,19.2,2.8,36.0,NL,SLN,162,86,76,N,N,N,N,False
1976,Phillies,2170,6237,110,770,708,127,0.087,0.127,0.123,0.297,0.272,0.338,0.395,0.336,106,-2.2,36.8,59.7,32.4,101,61,44,409,162,1459.0,557,5.66,2.45,0.6,0.279,0.747,,,3.1,3.1,,22.8,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,162,101,61,Y,,N,N,True
1926,Yankees,1733,6090,121,847,791,79,0.105,0.095,0.149,0.307,0.289,0.37,0.438,0.377,112,-13.4,86.6,15.9,32.3,91,63,20,302,155,1372.1,714,3.19,3.13,0.37,0.281,0.66,,,3.86,3.84,,13.1,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,155,91,63,,,Y,N,False
1947,Yankees,1723,6031,115,793,748,27,0.101,0.096,0.135,0.287,0.271,0.349,0.407,0.353,109,-4.6,61.7,59.7,32.3,97,57,21,295,155,1374.1,568,4.53,4.11,0.62,0.254,0.749,,,3.39,3.8,,13.1,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,155,97,57,,,Y,Y,False
2010,Yankees,2313,6379,201,859,823,103,0.104,0.178,0.169,0.3,0.267,0.35,0.436,0.346,112,12.1,101.5,-8.1,32.3,95,67,39,592,162,1442.1,693,7.2,3.37,1.12,0.281,0.74,0.439,10.7 %,4.06,4.34,4.15,14.6,12981.0,-11.0,2.0,6.0,-4.0,57.0,38.0,2277.0,1881.0,0.826,430.0,62.0,-5.0,,13.0,2.2,2.0,-0.1,21.0,25.1,4.0,0.0,AL,NYA,162,95,67,N,Y,N,N,True
1923,Giants,1798,6083,85,854,790,106,0.08,0.067,0.12,0.307,0.295,0.356,0.415,0.361,106,6.0,51.5,65.4,32.3,95,58,18,312,153,1378.0,679,2.96,2.77,0.54,0.277,0.681,,,3.9,4.02,,9.9,,,,,,,,,,,,,,,,,,,,,,,NL,NY1,153,95,58,,,Y,N,False
1972,Pirates,1923,6020,110,691,654,49,0.067,0.145,0.123,0.306,0.274,0.324,0.397,0.325,105,0.4,36.3,48.0,32.2,96,59,48,360,155,1414.1,512,5.33,2.76,0.57,0.268,0.761,,,2.81,3.02,,18.2,,,,,,,,,,,,,,,,,,,,,,,NL,Pirates,155,96,59,Y,,N,N,True
1943,Yankees,1624,6023,100,669,635,46,0.104,0.093,0.12,0.271,0.256,0.337,0.376,0.344,109,-15.1,41.7,59.7,32.2,98,56,13,253,155,1415.1,542,4.15,3.11,0.38,0.252,0.722,,,2.93,3.1,,18.8,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,155,98,56,,,Y,Y,False
1975,Phillies,2204,6365,125,735,687,126,0.096,0.151,0.133,0.304,0.269,0.342,0.402,0.338,103,4.6,27.4,72.1,32.1,86,76,30,445,162,1455.0,694,5.55,3.38,0.69,0.272,0.696,,,3.82,3.52,,16.0,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,162,86,76,N,,N,N,False
1979,Orioles,1817,6106,181,757,717,99,0.1,0.139,0.158,0.277,0.261,0.336,0.419,0.336,108,1.9,59.3,54.0,32.1,102,57,30,326,159,1434.1,582,4.93,2.93,0.83,0.255,0.749,,,3.28,3.85,,19.1,,,,,,,,,,,,,,,,,,,,,,,AL,Orioles,159,102,57,Y,,Y,N,True
1978,Phillies,2111,6154,133,708,661,152,0.09,0.141,0.131,0.283,0.258,0.328,0.388,0.322,98,8.9,-6.8,110.4,32.0,90,72,29,396,162,1436.1,586,5.09,2.46,0.74,0.27,0.736,,,3.33,3.39,,17.5,,,,,,,,,,,,,,,,,,,,,,,NL,Phillies,162,90,72,Y,,N,N,True
1965,Twins,2171,6213,150,774,711,92,0.089,0.156,0.144,0.281,0.254,0.324,0.399,0.319,100,6.2,8.9,106.1,32.0,102,60,45,461,162,1457.1,600,5.77,3.11,1.03,0.25,0.767,,,3.14,3.81,,11.9,,,,,,,,,,,,,,,,,,,,,,,AL,Twins,162,102,60,,,Y,N,False
1925,Pirates,1676,6036,78,912,820,159,0.083,0.06,0.141,0.319,0.307,0.369,0.449,0.375,106,17.4,68.2,60.1,32.0,95,58,13,272,153,1354.2,715,2.56,2.57,0.54,0.291,0.672,,,3.87,4.25,,14.8,,,,,,,,,,,,,,,,,,,,,,,NL,Pirates,153,95,58,,,Y,Y,False
2014,Dodgers,2364,6231,134,718,686,138,0.083,0.2,0.14,0.318,0.265,0.333,0.406,0.327,112,-0.8,81.0,25.7,32.0,94,68,47,658,162,1464.2,617,8.44,2.64,0.87,0.292,0.74,0.478,10.8 %,3.4,3.48,3.33,18.0,13182.0,2.0,5.0,9.0,-8.0,17.0,25.0,2194.0,1820.0,0.83,391.0,72.0,-4.0,,-3.0,6.3,2.3,-10.2,-6.7,-8.3,0.3,-8.3,NL,LAN,162,94,68,Y,N,N,N,True
1962,Yankees,2053,6393,199,817,791,42,0.091,0.132,0.159,0.281,0.267,0.337,0.426,0.338,107,-2.6,54.0,74.4,32.0,96,66,42,410,162,1470.1,680,5.13,3.05,0.89,0.262,0.72,,,3.7,3.85,,15.5,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,162,96,66,,,Y,Y,False
1997,Braves,2208,6315,174,791,755,108,0.095,0.184,0.156,0.31,0.27,0.343,0.426,0.338,101,-2.9,7.4,114.3,31.8,101,61,37,536,162,1465.2,581,7.34,2.76,0.68,0.283,0.741,,,3.18,3.45,,28.5,,,,,,,,,,,,,,,,,,,,,,,NL,Braves,162,101,61,Y,N,N,N,True
1920,Indians,1672,6067,35,856,757,73,0.095,0.062,0.115,0.321,0.303,0.376,0.417,0.374,108,-3.0,58.5,44.3,31.8,98,56,7,254,154,1377.0,644,3.05,2.62,0.2,0.296,0.673,,,3.41,3.3,,20.3,,,,,,,,,,,,,,,,,,,,,,,AL,Indians,154,98,56,,,Y,Y,False
1923,Yankees,1625,6036,105,824,771,69,0.085,0.085,0.132,0.307,0.291,0.357,0.423,0.363,105,-3.4,37.1,88.7,31.8,98,54,10,220,152,1380.2,622,3.3,3.2,0.44,0.272,0.705,,,3.62,3.96,,13.7,,,,,,,,,,,,,,,,,,,,,,,AL,NYA,152,98,54,,,Y,Y,False
1965,Braves,2139,6077,196,708,664,64,0.067,0.161,0.16,0.278,0.256,0.31,0.416,0.321,104,-0.8,29.9,69.4,31.7,86,76,38,428,162,1447.2,633,6.01,3.36,0.76,0.273,0.734,,,3.52,3.47,,12.0,,,,,,,,,,,,,,,,,,,,,,,NL,ML1,162,86,76,,,N,N,False
1990,Pirates,2217,6161,138,733,693,137,0.094,0.148,0.146,0.286,0.259,0.33,0.405,0.328,104,4.6,32.9,55.8,31.7,95,67,43,526,162,1447.0,619,5.27,2.57,0.84,0.27,0.735,,,3.4,3.77,,13.8,,,,,,,,,,,,,,,,,,,,,,,NL,Pirates,162,95,67,Y,,N,N,True
1988,Red Sox,1644,6334,124,813,760,65,0.098,0.115,0.137,0.304,0.283,0.357,0.42,0.348,115,-6.0,103.9,-15.4,31.7,89,73,37,412,162,1426.1,689,6.85,3.11,0.9,0.294,0.72,,,3.98,3.67,,18.7,,,,,,,,,,,,,,,,,,,,,,,AL,Red Sox,162,89,73,Y,,N,N,True
1935,Tigers,1584,6182,106,919,836,70,0.102,0.073,0.145,0.302,0.29,0.366,0.435,0.368,106,-8.0,42.3,75.0,31.7,93,58,11,247,152,1364.0,665,3.85,3.44,0.51,0.288,0.705,,,3.82,4.16,,17.4,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,152,93,58,,,Y,Y,False
1975,Athletics,2238,6185,151,758,703,183,0.098,0.137,0.136,0.275,0.254,0.333,0.391,0.332,111,5.9,81.3,20.4,31.6,98,64,44,407,162,1448.0,606,4.87,3.25,0.63,0.254,0.725,,,3.29,3.58,,19.2,,,,,,,,,,,,,,,,,,,,,,,AL,Athletics,162,98,64,Y,,N,N,True
1961,Tigers,2022,6366,179,840,777,98,0.106,0.135,0.155,0.286,0.266,0.347,0.421,0.342,101,7.1,17.4,96.8,31.5,101,61,30,383,163,1459.1,671,5.16,2.89,1.05,0.264,0.74,,,3.55,3.97,,19.5,,,,,,,,,,,,,,,,,,,,,,,AL,Tigers,163,101,61,,,N,N,False
1980,Orioles,1865,6282,156,805,751,111,0.093,0.122,0.14,0.29,0.273,0.342,0.413,0.339,111,6.2,85.2,7.4,31.5,100,62,41,351,162,1460.0,640,4.86,3.13,0.83,0.279,0.746,,,3.64,3.95,,15.5,,,,,,,,,,,,,,,,,,,,,,,AL,Orioles,162,100,62,N,,N,N,False
1958,Braves,1849,5858,167,675,641,26,0.082,0.11,0.146,0.274,0.266,0.329,0.412,0.327,102,5.4,19.2,99.7,31.5,92,62,17,303,154,1376.0,541,5.06,2.79,0.82,0.261,0.762,,,3.21,3.52,,15.4,,,,,,,,,,,,,,,,,,,,,,,NL,ML1,154,92,62,,,Y,N,False
2009,Phillies,2285,6338,224,820,788,119,0.093,0.182,0.189,0.286,0.258,0.334,0.447,0.339,103,20.0,42.5,68.9,31.5,93,69,44,621,162,1455.2,709,7.13,3.02,1.17,0.296,0.75,0.408,11.0 %,4.16,4.36,4.22,13.3,13101.0,-1.0,1.0,12.0,10.0,-20.0,7.0,2274.0,1917.0,0.843,369.0,51.0,3.8,,47.0,13.5,-1.0,5.0,9.4,26.9,5.9,31.7,NL,Phillies,162,93,69,Y,N,Y,N,True
1949,Red Sox,1625,6245,131,895,834,43,0.134,0.082,0.138,0.293,0.282,0.381,0.42,0.378,106,-3.4,41.3,61.9,31.5,96,58,16,275,155,1377.0,667,3.91,4.32,0.54,0.279,0.716,,,3.97,3.91,,23.3,,,,,,,,,,,,,,,,,,,,,,,AL,Red Sox,155,96,58,,,N,N,False
1977,Reds,2096,6265,181,802,750,170,0.096,0.145,0.162,0.297,0.274,0.345,0.436,0.344,108,12.7,69.9,34.7,31.5,88,74,32,423,162,1437.1,725,5.44,3.41,0.98,0.286,0.723,,,4.21,4.14,,10.0,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,162,88,74,N,,N,N,False
1963,Cardinals,2054,6269,128,747,697,77,0.073,0.145,0.132,0.303,0.272,0.327,0.404,0.323,101,1.7,10.7,66.0,31.5,93,69,32,405,162,1463.1,628,6.02,2.85,0.76,0.267,0.727,,,3.32,3.29,,19.7,,,,,,,,,,,,,,,,,,,,,,,NL,SLN,162,93,69,,,N,N,False
2008,Phillies,2396,6273,214,799,762,136,0.093,0.178,0.182,0.283,0.255,0.332,0.438,0.334,98,23.6,4.7,107.5,31.4,92,70,47,630,162,1449.2,680,6.71,3.31,0.99,0.292,0.748,0.448,10.8 %,3.89,4.3,4.21,16.5,13047.0,-4.0,-4.0,18.0,2.0,63.0,76.0,2237.0,1839.0,0.822,477.0,58.0,6.5,,,21.3,0.3,42.2,2.7,66.5,13.6,65.0,NL,Phillies,162,92,70,Y,N,Y,Y,True
1973,Reds,2209,6304,137,741,686,148,0.101,0.15,0.129,0.282,0.254,0.332,0.383,0.323,102,11.0,22.3,80.4,31.4,99,63,43,429,162,1473.0,621,4.89,3.16,0.82,0.266,0.753,,,3.43,3.78,,9.4,,,,,,,,,,,,,,,,,,,,,,,NL,Reds,162,99,63,Y,,N,N,True
1988,Athletics,1870,6356,156,800,752,129,0.091,0.146,0.136,0.288,0.263,0.336,0.399,0.332,113,0.0,92.3,-6.3,31.4,104,58,64,452,162,1489.2,620,5.94,3.34,0.7,0.275,0.745,,,3.44,3.63,,17.6,,,,,,,,,,,,,,,,,,,,,,,AL,Athletics,162,104,58,Y,,Y,N,True
1975,Dodgers,2028,6227,118,648,604,138,0.098,0.132,0.117,0.272,0.249,0.326,0.366,0.317,96,8.5,-20.5,120.6,31.4,88,74,21,330,162,1469.1,534,5.48,2.74,0.64,0.245,0.749,,,2.92,3.26,,20.6,,,,,,,,,,,,,,,,,,,,,,,NL,LAN,162,88,74,N,,N,N,False
1997,Indians,1917,6304,220,868,810,118,0.098,0.151,0.181,0.309,0.286,0.358,0.467,0.36,113,-1.4,106.5,-8.1,31.3,86,75,39,589,161,1425.2,815,6.54,3.63,1.14,0.305,0.705,,,4.73,4.62,,11.8,,,,,,,,,,,,,,,,,,,,,,,AL,Indians,161,86,75,Y,N,Y,N,True
